filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
00000000.wav,0.5761635303497314,0.004198328126221895,1969.2175604681147,1833.0115895025074,4032.679327236804,0.115225311774942,-405.86187744140625,152.7686004638672,-74.52950286865234,62.73414993286133,-44.73944854736328,47.361114501953125,-23.117368698120117,27.913314819335938,-14.657842636108398,5.387503147125244,-1.3588294982910156,-3.8005144596099854,10.668889999389648,-11.002633094787598,14.916666030883789,-14.096683502197266,10.928452491760254,-8.75932502746582,4.126930236816406,-9.337796211242676,normal
00000001.wav,0.584051787853241,0.004172585904598236,1968.1456022093885,1812.6714262614014,3973.625391984484,0.11665163681844548,-405.69256591796875,151.5808868408203,-74.3031005859375,61.144775390625,-43.903812408447266,44.87107849121094,-22.432235717773438,26.454416275024414,-13.038487434387207,8.17755126953125,-0.5610134601593018,-6.047754287719727,9.784235954284668,-9.952987670898438,14.710728645324707,-12.77659797668457,11.00356674194336,-8.524457931518555,4.443259239196777,-9.618741989135742,normal
00000002.wav,0.5855334997177124,0.004153081215918064,2088.9902488961447,1800.9424111642984,4101.800409657772,0.1324850909947796,-398.5928039550781,145.8199462890625,-81.03868865966797,56.70701217651367,-49.12226104736328,36.72234344482422,-30.608640670776367,22.12853240966797,-14.495670318603516,5.461157321929932,-2.1642026901245117,-7.0092597007751465,7.983214378356934,-12.984393119812012,11.91568660736084,-13.394346237182617,10.185090065002441,-12.412195205688477,0.7648414373397827,-9.28641128540039,normal
00000003.wav,0.5794227123260498,0.004256134852766991,1965.785717507014,1843.4571896097623,4022.6621410962875,0.11487071309454756,-404.5527038574219,152.8318634033203,-72.84278869628906,66.30370330810547,-42.95350646972656,45.73051834106445,-26.30017852783203,27.96978187561035,-13.734241485595703,6.439920902252197,-1.165999412536621,-4.973391532897949,10.346659660339355,-11.664912223815918,14.763158798217773,-13.10322093963623,10.014925956726074,-11.448457717895508,3.4881560802459717,-8.267047882080078,normal
00000004.wav,0.47881755232810974,0.004106117412447929,2005.9928961904548,1827.0539559550627,4041.4474876740137,0.11963230495939675,-409.14898681640625,151.14288330078125,-76.30834197998047,59.43716812133789,-50.09397506713867,40.91376495361328,-27.72753143310547,26.51701545715332,-15.732157707214355,4.814447402954102,-4.608691692352295,-6.492397785186768,10.5838623046875,-10.483948707580566,15.841078758239746,-13.282466888427734,8.279404640197754,-14.986160278320312,0.2127392292022705,-10.275280952453613,normal
00000005.wav,0.5833378434181213,0.0043651810847222805,1973.4864733454258,1824.0215037198006,4012.420130329176,0.11745146642981438,-396.1123962402344,147.54107666015625,-67.85147094726562,57.5299186706543,-40.48177719116211,39.408634185791016,-22.763648986816406,22.718055725097656,-12.774087905883789,5.213926315307617,-0.877221405506134,-3.762627601623535,11.054070472717285,-8.57624626159668,14.387846946716309,-11.444258689880371,9.254094123840332,-9.583797454833984,4.0564680099487305,-6.518237590789795,normal
00000006.wav,0.5073690414428711,0.004107966087758541,2010.6498341189033,1825.5619761930627,4063.155554397477,0.1199223281612529,-404.36651611328125,147.96627807617188,-73.41567993164062,55.05878448486328,-47.641700744628906,39.94757843017578,-24.820430755615234,25.877161026000977,-13.078877449035645,5.5494208335876465,-1.417702555656433,-3.185798406600952,12.756016731262207,-9.527308464050293,11.63693618774414,-17.187726974487305,5.489513874053955,-12.902017593383789,2.9803967475891113,-6.900669097900391,normal
00000007.wav,0.5927286744117737,0.004266493022441864,2054.785785038492,1883.7869536671499,4250.184663210557,0.12491616516821345,-392.2668151855469,140.33949279785156,-62.780052185058594,55.68057632446289,-41.1596565246582,37.443477630615234,-24.310945510864258,20.26123809814453,-13.28602409362793,2.724719285964966,-2.2232165336608887,-5.892553329467773,8.556657791137695,-9.825528144836426,12.111045837402344,-11.750741004943848,8.92581558227539,-8.244856834411621,5.114274978637695,-5.566303730010986,normal
00000008.wav,0.6002282500267029,0.004175613168627024,1955.256278562109,1821.691877623181,3988.9884081351506,0.11636501232598608,-401.2599182128906,152.78591918945312,-71.00794982910156,61.462257385253906,-45.259525299072266,41.17959213256836,-24.642593383789062,23.867033004760742,-13.942267417907715,6.523281574249268,-3.4348134994506836,-6.614392280578613,11.272543907165527,-10.441498756408691,13.631258010864258,-12.491589546203613,10.181877136230469,-10.04986572265625,3.967339515686035,-6.591094493865967,normal
00000009.wav,0.6053941249847412,0.004146510735154152,2020.6995793153908,1815.2408835348529,4063.7301062209976,0.12574205155162413,-399.2521057128906,151.9638671875,-76.32857513427734,60.778812408447266,-49.731021881103516,38.868648529052734,-29.065771102905273,23.819538116455078,-16.204715728759766,4.499899387359619,-2.3037619590759277,-8.113451957702637,8.903157234191895,-10.686391830444336,14.120094299316406,-13.166400909423828,9.5582914352417,-11.948664665222168,3.1470320224761963,-6.923236846923828,normal
00000010.wav,0.5779792070388794,0.004340435843914747,1911.9417093660295,1809.5766035408612,3924.7635064711426,0.10974772513051044,-402.07275390625,147.7963104248047,-65.4617919921875,54.082027435302734,-39.31069564819336,39.167396545410156,-20.604145050048828,22.58158302307129,-11.649703979492188,4.853971004486084,-2.6787924766540527,-5.680065155029297,10.034337997436523,-8.666215896606445,13.451680183410645,-11.550658226013184,9.308631896972656,-7.769467830657959,3.34224271774292,-7.752591133117676,normal
00000011.wav,0.5878375768661499,0.004099586978554726,2075.197536275835,1836.5358779193184,4161.553799303944,0.13012412086716937,-399.938720703125,148.5890655517578,-78.52998352050781,59.67713928222656,-49.534095764160156,41.03645706176758,-31.401290893554688,22.39853286743164,-16.476970672607422,5.6539435386657715,-2.805112838745117,-6.554746627807617,9.660992622375488,-9.792166709899902,14.779465675354004,-15.182938575744629,10.580967903137207,-11.039108276367188,3.346123456954956,-8.139327049255371,normal
00000012.wav,0.5075656175613403,0.004268536809831858,2040.7350031663332,1874.6174121666734,4206.019114341648,0.11673320584396751,-404.93292236328125,148.2861328125,-71.09002685546875,63.53691864013672,-48.66230010986328,44.931304931640625,-25.140405654907227,25.633743286132812,-15.216268539428711,5.0374369621276855,-3.0306966304779053,-6.790530204772949,8.447385787963867,-11.610259056091309,13.626628875732422,-14.585372924804688,9.541364669799805,-11.277257919311523,3.661433696746826,-8.246500015258789,normal
00000013.wav,0.45920443534851074,0.004289695993065834,2034.296468982203,1851.8830658503075,4123.208710212442,0.118638748912413,-403.1485900878906,147.21766662597656,-71.51229095458984,59.34437561035156,-47.32067108154297,38.23003005981445,-28.291645050048828,25.6320743560791,-13.398208618164062,7.652316570281982,0.23986311256885529,-4.991200923919678,8.65981674194336,-13.650774002075195,10.071087837219238,-16.83969497680664,8.830133438110352,-9.596779823303223,5.808394432067871,-5.050281524658203,normal
00000014.wav,0.5881668925285339,0.004455143120139837,1920.8229891992216,1811.6875000218888,3907.277146624855,0.11343079321345707,-396.51934814453125,149.30625915527344,-66.69818878173828,58.42235565185547,-37.09556579589844,39.755126953125,-23.175411224365234,23.213417053222656,-13.079389572143555,4.614166259765625,-1.9402297735214233,-5.158273220062256,9.746411323547363,-9.953611373901367,14.6201171875,-10.789801597595215,9.286437034606934,-9.528629302978516,2.881887435913086,-6.928797721862793,normal
00000015.wav,0.5910080671310425,0.004371935036033392,1913.2597518237492,1819.9292847488184,3928.1608563841355,0.11129300500290024,-403.5653381347656,156.00743103027344,-70.85643768310547,64.7417221069336,-43.90164566040039,44.178646087646484,-26.000709533691406,25.914043426513672,-14.821084976196289,6.287078380584717,-2.1199395656585693,-5.699456214904785,10.075034141540527,-9.659673690795898,16.038122177124023,-12.378990173339844,10.405452728271484,-10.993370056152344,4.05435037612915,-7.622584819793701,normal
00000016.wav,0.49932992458343506,0.0042923567816615105,1995.7445216862711,1821.9332330528284,4028.70742550029,0.11698131162993039,-403.420166015625,149.11387634277344,-73.67308807373047,57.432403564453125,-47.081783294677734,39.59264373779297,-27.518835067749023,25.113113403320312,-13.404523849487305,5.0362019538879395,-4.246591567993164,-8.01118278503418,9.722003936767578,-8.877105712890625,16.73504066467285,-10.236865043640137,11.52304458618164,-11.852067947387695,-0.18865269422531128,-11.535967826843262,normal
00000017.wav,0.5828813314437866,0.004355562385171652,1924.3638907188915,1849.5760013370486,4022.861985208817,0.11006833671693736,-403.188720703125,154.62599182128906,-67.51565551757812,63.4672966003418,-44.65185546875,43.673851013183594,-25.82959747314453,25.066143035888672,-14.054343223571777,6.336165428161621,-2.430955171585083,-5.999980926513672,10.267353057861328,-9.555268287658691,15.156827926635742,-12.517425537109375,11.110235214233398,-10.5255708694458,3.7951741218566895,-7.454198837280273,normal
00000018.wav,0.48833179473876953,0.004124240018427372,2023.8592681507057,1822.9177949832122,4056.960386909078,0.119624374637471,-404.1474304199219,145.7828826904297,-71.79551696777344,53.71995544433594,-47.558712005615234,35.70686721801758,-26.32314109802246,23.421417236328125,-13.73381519317627,5.305422306060791,0.3760544955730438,-2.9980292320251465,11.390271186828613,-9.488343238830566,11.811307907104492,-15.296666145324707,6.418609619140625,-12.82273006439209,2.4794254302978516,-7.018335342407227,normal
00000019.wav,0.5889231562614441,0.004261749796569347,1925.2351433144313,1841.9270342987602,3991.96108930902,0.10955173288863108,-402.0762634277344,150.3443603515625,-63.93130874633789,60.09804916381836,-40.663272857666016,40.33033752441406,-23.019237518310547,23.61331558227539,-13.567255973815918,4.842227458953857,-2.488152265548706,-6.313844680786133,10.55705738067627,-9.201652526855469,14.21790599822998,-10.505706787109375,9.576691627502441,-10.512805938720703,2.382351875305176,-7.687457084655762,normal
00000020.wav,0.568945586681366,0.004342616070061922,1921.1553877262374,1825.2731522192105,3952.8915653095996,0.10820924267691415,-404.5016784667969,148.04696655273438,-64.7457046508789,61.4314079284668,-38.109230041503906,41.061248779296875,-19.705713272094727,26.289167404174805,-9.624711036682129,6.098726749420166,-1.1536753177642822,-5.681846618652344,9.431171417236328,-9.096878051757812,13.5177640914917,-11.62232780456543,8.900296211242676,-10.596156120300293,1.2424767017364502,-7.897165298461914,normal
00000021.wav,0.4854762852191925,0.004365694709122181,1984.5137655665924,1820.5550494187403,4017.6160772549306,0.11540884208236658,-403.1735534667969,152.08465576171875,-72.97720336914062,57.78995132446289,-51.700862884521484,37.064613342285156,-29.931495666503906,23.160667419433594,-14.846625328063965,7.572738170623779,-1.3808797597885132,-5.767785549163818,9.30552864074707,-12.05607795715332,12.623749732971191,-14.446802139282227,10.769180297851562,-10.333880424499512,4.614284038543701,-6.345703601837158,normal
